Project Key,Issue Id,Parent Id,Issue Type,Summary,Description,Priority,Status,Epic Link,Labels,Sprint
BWC,S9-013,E15,Task,Implement launch campaign endpoint,"Detailed sprint backlog item from Sprint 9 — Recipient Preview and Campaign Launch.

Sprint Goal: Implement recipient generation, eligibility enforcement, and campaign launch.

Task: Implement launch campaign endpoint

Production Gate: A campaign launch must never bypass consent, opt-out, do-not-contact, duplicate, guardian consent, or approval rules.",Highest,To Do,Recipient preview and campaign launch,"bwc,solo-scrum,sprint-09,e15,recipient-preview-and-launch,task",Sprint 9 — Recipient Preview and Campaign Launch
BWC,S9-014,E15,Task,Block launch unless campaign is approved,"Detailed sprint backlog item from Sprint 9 — Recipient Preview and Campaign Launch.

Sprint Goal: Implement recipient generation, eligibility enforcement, and campaign launch.

Task: Block launch unless campaign is approved

Production Gate: A campaign launch must never bypass consent, opt-out, do-not-contact, duplicate, guardian consent, or approval rules.",Highest,To Do,Recipient preview and campaign launch,"bwc,solo-scrum,sprint-09,e15,recipient-preview-and-launch,task",Sprint 9 — Recipient Preview and Campaign Launch
BWC,S9-015,E15,Task,Create contact events on launch,"Detailed sprint backlog item from Sprint 9 — Recipient Preview and Campaign Launch.

Sprint Goal: Implement recipient generation, eligibility enforcement, and campaign launch.

Task: Create contact events on launch

Production Gate: A campaign launch must never bypass consent, opt-out, do-not-contact, duplicate, guardian consent, or approval rules.",Highest,To Do,Recipient preview and campaign launch,"bwc,solo-scrum,sprint-09,e15,recipient-preview-and-launch,task",Sprint 9 — Recipient Preview and Campaign Launch
BWC,S9-016,E15,Task,Update campaign status after launch,"Detailed sprint backlog item from Sprint 9 — Recipient Preview and Campaign Launch.

Sprint Goal: Implement recipient generation, eligibility enforcement, and campaign launch.

Task: Update campaign status after launch

Production Gate: A campaign launch must never bypass consent, opt-out, do-not-contact, duplicate, guardian consent, or approval rules.",Highest,To Do,Recipient preview and campaign launch,"bwc,solo-scrum,sprint-09,e15,recipient-preview-and-launch,task",Sprint 9 — Recipient Preview and Campaign Launch
BWC,S9-017,E15,Task,Update campaign metrics after launch,"Detailed sprint backlog item from Sprint 9 — Recipient Preview and Campaign Launch.

Sprint Goal: Implement recipient generation, eligibility enforcement, and campaign launch.

Task: Update campaign metrics after launch

Production Gate: A campaign launch must never bypass consent, opt-out, do-not-contact, duplicate, guardian consent, or approval rules.",Highest,To Do,Recipient preview and campaign launch,"bwc,solo-scrum,sprint-09,e15,recipient-preview-and-launch,task",Sprint 9 — Recipient Preview and Campaign Launch
BWC,S9-018,E15,Task,Add audit log for campaign launch,"Detailed sprint backlog item from Sprint 9 — Recipient Preview and Campaign Launch.

Sprint Goal: Implement recipient generation, eligibility enforcement, and campaign launch.

Task: Add audit log for campaign launch

Production Gate: A campaign launch must never bypass consent, opt-out, do-not-contact, duplicate, guardian consent, or approval rules.",Highest,To Do,Recipient preview and campaign launch,"bwc,solo-scrum,sprint-09,e15,recipient-preview-and-launch,task",Sprint 9 — Recipient Preview and Campaign Launch
BWC,S9-019,E15,Task,Build Recipient Preview screen,"Detailed sprint backlog item from Sprint 9 — Recipient Preview and Campaign Launch.

Sprint Goal: Implement recipient generation, eligibility enforcement, and campaign launch.

Task: Build Recipient Preview screen

Production Gate: A campaign launch must never bypass consent, opt-out, do-not-contact, duplicate, guardian consent, or approval rules.",Highest,To Do,Recipient preview and campaign launch,"bwc,solo-scrum,sprint-09,e15,recipient-preview-and-launch,task",Sprint 9 — Recipient Preview and Campaign Launch
BWC,S9-020,E15,Task,Add launch button with role/status rules,"Detailed sprint backlog item from Sprint 9 — Recipient Preview and Campaign Launch.

Sprint Goal: Implement recipient generation, eligibility enforcement, and campaign launch.

Task: Add launch button with role/status rules

Production Gate: A campaign launch must never bypass consent, opt-out, do-not-contact, duplicate, guardian consent, or approval rules.",Highest,To Do,Recipient preview and campaign launch,"bwc,solo-scrum,sprint-09,e15,recipient-preview-and-launch,task",Sprint 9 — Recipient Preview and Campaign Launch
BWC,S9-021,E15,Task,Add tests for recipient eligibility,"Detailed sprint backlog item from Sprint 9 — Recipient Preview and Campaign Launch.

Sprint Goal: Implement recipient generation, eligibility enforcement, and campaign launch.

Task: Add tests for recipient eligibility

Production Gate: A campaign launch must never bypass consent, opt-out, do-not-contact, duplicate, guardian consent, or approval rules.",Highest,To Do,Recipient preview and campaign launch,"bwc,solo-scrum,sprint-09,e15,recipient-preview-and-launch,task",Sprint 9 — Recipient Preview and Campaign Launch
BWC,S9-022,E15,Task,Add tests for launch restrictions,"Detailed sprint backlog item from Sprint 9 — Recipient Preview and Campaign Launch.

Sprint Goal: Implement recipient generation, eligibility enforcement, and campaign launch.

Task: Add tests for launch restrictions

Production Gate: A campaign launch must never bypass consent, opt-out, do-not-contact, duplicate, guardian consent, or approval rules.",Highest,To Do,Recipient preview and campaign launch,"bwc,solo-scrum,sprint-09,e15,recipient-preview-and-launch,task",Sprint 9 — Recipient Preview and Campaign Launch
BWC,S10-001,E16,Task,Implement ContactEvent entity,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Implement ContactEvent entity

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-002,E16,Task,Implement ContactEventRepository,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Implement ContactEventRepository

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-003,E16,Task,Implement CommunicationService,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Implement CommunicationService

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-004,E16,Task,Define EmailProvider interface,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Define EmailProvider interface

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-005,E16,Task,Define SmsProvider interface,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Define SmsProvider interface

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-006,E16,Task,Implement MockEmailProvider for development,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Implement MockEmailProvider for development

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-007,E16,Task,Implement SMTP/provider-ready adapter placeholder,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Implement SMTP/provider-ready adapter placeholder

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-008,E16,Task,Implement unsubscribe/opt-out event handling,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Implement unsubscribe/opt-out event handling

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-009,E16,Task,Implement sent event,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Implement sent event

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-010,E16,Task,Implement failed event,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Implement failed event

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-011,E16,Task,Implement opened/clicked/replied event placeholders,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Implement opened/clicked/replied event placeholders

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-012,E16,Task,Implement contact timeline endpoint,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Implement contact timeline endpoint

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-013,E16,Task,Implement retry failed send logic with max 3 retries,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Implement retry failed send logic with max 3 retries

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-014,E16,Task,Build Contact History screen,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Build Contact History screen

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-015,E16,Task,Add communication timeline to Customer Details,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Add communication timeline to Customer Details

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-016,E16,Task,Add tests for contact event creation,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Add tests for contact event creation

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-017,E16,Task,Add tests for unsubscribe handling,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Add tests for unsubscribe handling

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S10-018,E16,Task,Add tests for retry limit,"Detailed sprint backlog item from Sprint 10 — Communication Tracking and Provider Adapters.

Sprint Goal: Implement contact events and replaceable communication provider architecture.

Task: Add tests for retry limit

Production Gate: Development may use mock email, but production must use a real configured provider or disable sending until configured.",High,To Do,Communication tracking,"bwc,solo-scrum,sprint-10,e16,communication-tracking,task",Sprint 10 — Communication Tracking and Provider Adapters
BWC,S11-001,E17,Task,Implement FollowUpTask entity,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement FollowUpTask entity

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",Medium,To Do,Follow-up management,"bwc,solo-scrum,sprint-11,e17,follow-up,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-002,E17,Task,Implement FollowUpRepository,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement FollowUpRepository

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",Medium,To Do,Follow-up management,"bwc,solo-scrum,sprint-11,e17,follow-up,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-003,E17,Task,Implement FollowUpService,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement FollowUpService

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",Medium,To Do,Follow-up management,"bwc,solo-scrum,sprint-11,e17,follow-up,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-004,E17,Task,Implement FollowUpController,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement FollowUpController

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",Medium,To Do,Follow-up management,"bwc,solo-scrum,sprint-11,e17,follow-up,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-005,E17,Task,Add create follow-up task,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Add create follow-up task

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",Medium,To Do,Follow-up management,"bwc,solo-scrum,sprint-11,e17,follow-up,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-006,E17,Task,Add assign follow-up task,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Add assign follow-up task

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",Medium,To Do,Follow-up management,"bwc,solo-scrum,sprint-11,e17,follow-up,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-007,E17,Task,Add update follow-up status,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Add update follow-up status

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",Medium,To Do,Follow-up management,"bwc,solo-scrum,sprint-11,e17,follow-up,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-008,E17,Task,Add complete follow-up task,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Add complete follow-up task

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",Medium,To Do,Follow-up management,"bwc,solo-scrum,sprint-11,e17,follow-up,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-009,E17,Task,Build Follow-Up Tasks screen,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Build Follow-Up Tasks screen

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",Medium,To Do,Follow-up management,"bwc,solo-scrum,sprint-11,e17,follow-up,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-010,E18,Task,Implement ReminderSchedule entity,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement ReminderSchedule entity

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-011,E18,Task,Implement ReminderRepository,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement ReminderRepository

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-012,E18,Task,Implement ReminderService,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement ReminderService

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-013,E18,Task,Implement ReminderController,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement ReminderController

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-014,E18,Task,Implement payment due reminder generation,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement payment due reminder generation

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-015,E18,Task,Implement Green/Yellow/Red reminder levels,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement Green/Yellow/Red reminder levels

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-016,E18,Task,Implement product-expiration reminders for 3 months,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement product-expiration reminders for 3 months

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-017,E18,Task,Implement product-expiration reminders for 6 months,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement product-expiration reminders for 6 months

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-018,E18,Task,Implement product-expiration reminders for 12 months,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Implement product-expiration reminders for 12 months

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-019,E18,Task,Ensure payment reminder is not sent if payment is completed,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Ensure payment reminder is not sent if payment is completed

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-020,E18,Task,Add manual trigger for admin/test environment,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Add manual trigger for admin/test environment

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-021,E18,Task,Build Reminders screen,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Build Reminders screen

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-022,E18,Task,Add scheduler tests,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Add scheduler tests

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S11-023,E18,Task,Add reminder business rule tests,"Detailed sprint backlog item from Sprint 11 — Follow-Up Tasks and Reminder Scheduling.

Sprint Goal: Implement follow-up workflows, payment reminders, and product-expiration reminders.

Task: Add reminder business rule tests

Production Gate: Reminder logic must respect consent, payment status, expiration dates, and contact frequency limits.",High,To Do,Reminder scheduling,"bwc,solo-scrum,sprint-11,e18,reminders,task",Sprint 11 — Follow-Up Tasks and Reminder Scheduling
BWC,S12-001,E19,Task,Implement CampaignMetric entity,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Implement CampaignMetric entity

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-002,E19,Task,Implement CampaignMetricRepository,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Implement CampaignMetricRepository

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-003,E19,Task,Implement AnalyticsService,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Implement AnalyticsService

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-004,E19,Task,Implement AnalyticsController,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Implement AnalyticsController

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-005,E19,Task,Calculate audience size,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate audience size

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-006,E19,Task,Calculate eligible count,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate eligible count

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-007,E19,Task,Calculate excluded count,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate excluded count

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-008,E19,Task,Calculate sent count,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate sent count

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-009,E19,Task,Calculate open count,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate open count

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-010,E19,Task,Calculate click count,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate click count

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-011,E19,Task,Calculate reply count,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate reply count

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-012,E19,Task,Calculate conversion count,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate conversion count

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
BWC,S12-013,E19,Task,Calculate open rate,"Detailed sprint backlog item from Sprint 12 — Analytics and Reports.

Sprint Goal: Implement business dashboards, campaign metrics, and report exports.

Task: Calculate open rate

Production Gate: Executive reports should use aggregated data where possible.",High,To Do,Analytics,"bwc,solo-scrum,sprint-12,e19,analytics,task",Sprint 12 — Analytics and Reports
